perturbation,matched_cosine,matched_pearson_r,specificity_z,gene_specific_p,within_K562_residual,within_RPE1_residual,cross_K562tgt_RPE1basis_residual,cross_RPE1tgt_K562basis_residual,within_K562_reachcos,cross_K562tgt_reachcos,within_RPE1_reachcos,cross_RPE1tgt_reachcos,verdict_within_K562,verdict_cross_K562tgt,verdict_within_RPE1,verdict_cross_RPE1tgt,recipe_jaccard_sametarget,recipe_jaccard_K562_crossbasis,recipe_jaccard_RPE1_crossbasis
POLR3D,0.3274,0.3477,0.529,0.2950,0.7220,0.4303,0.8781,0.7209,0.6919,0.4784,0.9027,0.6930,1,1,1,1,0.1111,0.1111,0.0000
POLR3E,0.1875,0.1477,0.829,0.1550,0.7803,0.4521,0.9364,0.7252,0.6254,0.3510,0.8920,0.6885,1,1,1,1,0.1765,0.1111,0.0000
POLR3F,0.2972,0.2906,1.681,0.0050,0.7258,0.4221,0.9219,0.7263,0.6879,0.3874,0.9065,0.6874,1,1,1,1,0.2500,0.1765,0.1111
POLRMT,0.8616,0.8629,7.606,0.0000,0.5371,0.3816,0.5081,0.5127,0.8435,0.8613,0.9243,0.8586,1,1,1,1,0.4286,0.3571,0.1765
POP1,0.0741,0.1327,-0.001,0.4350,0.5789,0.3063,0.8935,0.6565,0.8154,0.4491,0.9519,0.7543,1,1,1,1,0.0526,0.0526,0.0000
POP4,0.0744,0.1018,0.660,0.2300,0.5918,0.2613,0.9073,0.6394,0.8061,0.4205,0.9653,0.7688,1,1,1,1,0.0000,0.0526,0.0000
POP5,0.2415,0.2560,0.814,0.1550,0.6605,0.3023,0.8830,0.6426,0.7509,0.4693,0.9532,0.7662,1,1,1,1,0.0526,0.0000,0.0000
POP7,0.0923,0.0903,0.890,0.2150,0.8706,0.3431,0.9550,0.6454,0.4919,0.2967,0.9393,0.7639,1,1,1,1,0.0526,0.0526,0.0526
PPARGC1B,-0.0307,-0.0139,-0.093,0.6050,0.9368,0.7265,0.9837,0.7835,0.3497,0.1801,0.6872,0.6214,1,0,1,1,0.0000,0.0526,0.0000
PPIE,0.3390,0.3423,0.780,0.1900,0.4958,0.4284,0.7856,0.6878,0.8685,0.6188,0.9036,0.7259,1,1,1,1,0.0000,0.0526,0.0526
PPIH,0.3158,0.3112,0.224,0.5150,0.7564,0.7073,0.8665,0.8183,0.6541,0.4992,0.7069,0.5748,1,1,1,1,0.0000,0.0526,0.1111
PPIL4,0.4935,0.4921,3.131,0.0100,0.5472,0.5296,0.8112,0.7638,0.8370,0.5848,0.8482,0.6455,1,1,1,1,0.1111,0.0526,0.0526
PPP1CA,0.1802,0.1446,0.152,0.4900,0.7812,0.7592,0.9128,0.8965,0.6242,0.4084,0.6508,0.4431,1,1,1,1,0.1111,0.1765,0.2500
PPP1R11,0.1343,0.1156,2.006,0.0350,0.8497,0.3755,0.9742,0.6436,0.5273,0.2256,0.9268,0.7654,1,1,1,1,0.1111,0.1111,0.1111
PPP1R8,0.3016,0.2971,2.890,0.0000,0.8749,0.7036,0.9405,0.8008,0.4843,0.3399,0.7106,0.5990,1,1,1,1,0.0526,0.0526,0.0000
PPP2R1A,0.1959,0.1816,1.892,0.0000,0.8655,0.3241,0.9674,0.6411,0.5008,0.2534,0.9460,0.7674,1,1,1,1,0.0526,0.1765,0.1111
PPP4C,0.1186,0.1196,0.774,0.1800,0.7594,0.8014,0.9375,0.8961,0.6507,0.3480,0.5981,0.4439,1,1,1,1,0.0526,0.0526,0.0526
PPP4R2,0.1213,0.1434,3.003,0.0000,0.8083,0.4695,0.9727,0.6966,0.5888,0.2320,0.8829,0.7175,1,1,1,1,0.0526,0.0000,0.0526
PPRC1,0.4146,0.4384,5.157,0.0000,0.6324,0.6685,0.7985,0.7574,0.7746,0.6020,0.7437,0.6529,1,1,1,1,0.2500,0.2500,0.1111
PRELID1,0.3106,0.2981,2.251,0.0400,0.7140,0.2961,0.9099,0.6343,0.7002,0.4148,0.9552,0.7731,1,1,1,1,0.0000,0.0526,0.0526
PRELID3B,0.5753,0.5827,2.106,0.0100,0.3167,0.2720,0.7301,0.5851,0.9485,0.6834,0.9623,0.8109,1,1,1,1,0.3333,0.1765,0.1111
PRIM1,0.3569,0.3633,1.604,0.0150,0.3650,0.2477,0.8653,0.6254,0.9310,0.5012,0.9688,0.7803,1,1,1,1,0.3333,0.0000,0.0526
PRIM2,0.2603,0.2712,0.974,0.1450,0.3308,0.3866,0.8726,0.6716,0.9437,0.4885,0.9222,0.7409,1,1,1,1,0.2500,0.0000,0.0000
PRMT1,0.1576,0.1272,2.320,0.0100,0.9173,0.5435,0.9628,0.7202,0.3981,0.2701,0.8394,0.6938,1,1,1,1,0.0526,0.0000,0.0526
PRMT5,0.1166,0.1371,-0.005,0.5450,0.8293,0.6434,0.9586,0.7640,0.5587,0.2847,0.7655,0.6453,1,1,1,1,0.0000,0.0526,0.0000
PRPF18,0.5561,0.5459,2.826,0.0100,0.3170,0.3580,0.7348,0.6979,0.9484,0.6783,0.9337,0.7162,1,1,1,1,0.3333,0.1111,0.1111
PRPF19,0.4982,0.5034,2.953,0.0000,0.4655,0.2548,0.8033,0.6408,0.8851,0.5956,0.9670,0.7677,1,1,1,1,0.3333,0.1111,0.0526
PRPF3,0.5449,0.5456,1.266,0.0050,0.3238,0.1728,0.7489,0.6241,0.9461,0.6627,0.9850,0.7813,1,1,1,1,0.3333,0.0000,0.0526
PRPF31,0.4635,0.4360,2.155,0.0000,0.5632,0.1575,0.8420,0.6275,0.8263,0.5396,0.9875,0.7786,1,1,1,1,0.1765,0.0526,0.0526
PRPF4,0.5317,0.5226,1.737,0.0150,0.4033,0.2041,0.7800,0.6353,0.9151,0.6257,0.9789,0.7722,1,1,1,1,0.1111,0.0526,0.0526
PRPF40A,0.3771,0.3683,3.851,0.0000,0.6706,0.4349,0.9147,0.6784,0.7418,0.4041,0.9005,0.7347,1,1,1,1,0.1111,0.1111,0.0526
PRPF4B,0.2940,0.3124,3.724,0.0000,0.7788,0.4725,0.9356,0.6828,0.6272,0.3532,0.8813,0.7306,1,1,1,1,0.0526,0.1111,0.0000
PRPF6,0.4829,0.4856,1.923,0.0350,0.3542,0.2547,0.7947,0.6393,0.9352,0.6070,0.9670,0.7689,1,1,1,1,0.0526,0.0526,0.0000
PRPF8,0.5535,0.5406,1.620,0.0200,0.4408,0.1871,0.7547,0.6344,0.8976,0.6561,0.9823,0.7730,1,1,1,1,0.1765,0.0000,0.0526
PRRC2A,0.2681,0.1920,0.914,0.1250,0.8298,0.8969,0.9046,0.9303,0.5581,0.4262,0.4423,0.3667,1,1,1,1,0.0526,0.1111,0.0526
PSMA2,0.2655,0.2651,1.284,0.0350,0.8217,0.3268,0.9248,0.6837,0.5699,0.3804,0.9451,0.7298,1,1,1,1,0.0526,0.1111,0.0526
PSMA3,0.5398,0.5350,3.666,0.0000,0.2749,0.2344,0.7936,0.7250,0.9615,0.6084,0.9721,0.6888,1,1,1,1,0.1111,0.0526,0.0526
PSMA4,0.5239,0.5233,2.706,0.0000,0.2815,0.1708,0.7910,0.7222,0.9596,0.6118,0.9853,0.6917,1,1,1,1,0.2500,0.0526,0.1111
PSMA6,0.2560,0.2571,0.820,0.0800,0.7598,0.2639,0.9123,0.7319,0.6502,0.4096,0.9645,0.6814,1,1,1,1,0.0526,0.1765,0.1111
PSMB1,0.3618,0.3650,1.962,0.0000,0.6031,0.3126,0.8752,0.6878,0.7976,0.4838,0.9499,0.7259,1,1,1,1,0.2500,0.0000,0.0526
PSMB2,0.4058,0.4062,1.752,0.0100,0.6003,0.1965,0.8543,0.7118,0.7998,0.5197,0.9805,0.7024,1,1,1,1,0.1111,0.0526,0.0526
PSMB3,0.2588,0.2589,2.025,0.0150,0.8161,0.2168,0.9413,0.7222,0.5779,0.3375,0.9762,0.6917,1,1,1,1,0.0526,0.0526,0.1111
PSMB5,0.5393,0.5457,3.523,0.0000,0.3421,0.1455,0.7823,0.7118,0.9397,0.6230,0.9894,0.7024,1,1,1,1,0.1765,0.0526,0.1111
PSMB6,0.5306,0.5313,2.848,0.0000,0.3678,0.2381,0.7906,0.7057,0.9299,0.6123,0.9712,0.7085,1,1,1,1,0.1765,0.1765,0.1111
PSMB7,0.4920,0.4943,1.296,0.0000,0.4618,0.3861,0.7818,0.7073,0.8870,0.6236,0.9224,0.7069,1,1,1,1,0.2500,0.0526,0.1111
PSMC1,0.5561,0.5557,1.238,0.0200,0.2749,0.1930,0.6856,0.7256,0.9615,0.7280,0.9812,0.6881,1,1,1,1,0.2500,0.0000,0.1765
PSMC2,0.5260,0.5262,1.232,0.0300,0.2880,0.2381,0.7233,0.7406,0.9576,0.6905,0.9712,0.6720,1,1,1,1,0.0526,0.0000,0.0526
PSMC3,0.3874,0.3885,1.145,0.0250,0.7371,0.3653,0.8576,0.7483,0.6758,0.5142,0.9309,0.6634,1,1,1,1,0.1111,0.0526,0.1111
PSMC4,0.4979,0.4975,2.016,0.0250,0.2727,0.2948,0.7431,0.7436,0.9621,0.6692,0.9556,0.6686,1,1,1,1,0.2500,0.0000,0.2500
PSMD1,0.4901,0.4890,1.828,0.0200,0.5681,0.3027,0.7971,0.7300,0.8230,0.6038,0.9531,0.6834,1,1,1,1,0.1111,0.1111,0.0526
PSMD11,0.3517,0.3499,0.796,0.1350,0.5625,0.4928,0.8224,0.7777,0.8268,0.5689,0.8701,0.6287,1,1,1,1,0.1111,0.0000,0.0000
PSMD12,0.4092,0.4059,1.345,0.0600,0.3219,0.4159,0.7708,0.7487,0.9468,0.6371,0.9094,0.6629,1,1,1,1,0.2500,0.0000,0.1111
PSMD13,0.3997,0.4172,1.961,0.0050,0.4555,0.3450,0.8375,0.6773,0.8902,0.5465,0.9386,0.7357,1,1,1,1,0.1111,0.0000,0.1111
PSMD4,0.4497,0.4572,2.228,0.0000,0.4566,0.4276,0.8283,0.7006,0.8897,0.5603,0.9040,0.7136,1,1,1,1,0.1111,0.0526,0.1111
PSMD6,0.4804,0.4721,2.282,0.0200,0.2869,0.3107,0.7736,0.7358,0.9580,0.6336,0.9505,0.6772,1,1,1,1,0.3333,0.0000,0.1111
PSMD7,0.4271,0.4169,1.114,0.0650,0.2480,0.4718,0.7427,0.7844,0.9688,0.6696,0.8817,0.6202,1,1,1,1,0.0526,0.0000,0.1111
PSMG3,0.3262,0.3209,2.999,0.0050,0.7907,0.4806,0.9283,0.7395,0.6122,0.3719,0.8770,0.6732,1,1,1,1,0.1765,0.0526,0.0000
PTBP1,0.3465,0.3362,2.079,0.0000,0.7441,0.4816,0.8948,0.7059,0.6680,0.4465,0.8764,0.7083,1,1,1,1,0.0000,0.0000,0.0526
PTCD1,0.1852,0.1570,0.574,0.2100,0.6187,0.5486,0.8626,0.7669,0.7856,0.5058,0.8361,0.6417,1,1,1,1,0.0526,0.0526,0.1111
PUF60,0.3370,0.3354,2.699,0.0000,0.8355,0.4564,0.9382,0.7133,0.5496,0.3460,0.8898,0.7009,1,1,1,1,0.0000,0.1111,0.0526
QARS,0.6022,0.5947,2.056,0.0000,0.2497,0.2600,0.7349,0.6342,0.9683,0.6782,0.9656,0.7732,1,1,1,1,0.1765,0.0000,0.0000
RABGGTA,0.1531,0.1516,3.029,0.0000,0.8772,0.3260,0.9690,0.6505,0.4802,0.2470,0.9454,0.7595,1,1,1,1,0.0526,0.0526,0.0526
RAD21,0.3950,0.4026,0.472,0.4250,0.5351,0.4829,0.8001,0.7191,0.8448,0.5999,0.8757,0.6949,1,1,1,1,0.2500,0.0000,0.0000
RAD51C,0.1626,0.1831,1.438,0.0650,0.7350,0.4135,0.9329,0.6806,0.6780,0.3602,0.9105,0.7326,1,1,1,1,0.3333,0.0000,0.0526
RAN,0.4087,0.4099,1.869,0.0000,0.6430,0.3223,0.8705,0.6535,0.7658,0.4922,0.9466,0.7569,1,1,1,1,0.2500,0.1111,0.0526
RANGAP1,0.4169,0.4078,1.582,0.0400,0.6234,0.3569,0.8269,0.6593,0.7819,0.5623,0.9342,0.7519,1,1,1,1,0.1111,0.1111,0.0000
RARS,0.5573,0.5471,2.216,0.0150,0.3273,0.3407,0.7685,0.6582,0.9449,0.6398,0.9402,0.7529,1,1,1,1,0.1765,0.1111,0.1111
RARS2,0.2871,0.2747,-0.195,0.6750,0.6079,0.6179,0.8038,0.7788,0.7940,0.5949,0.7863,0.6273,1,1,1,1,0.1765,0.0526,0.0000
RBBP4,0.3590,0.3582,1.951,0.0000,0.7852,0.6389,0.8999,0.7339,0.6192,0.4360,0.7693,0.6793,1,1,1,1,0.0526,0.0526,0.0526
